No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2c19_conclusion,cyp2c19_score,cyp2d6_action,cyp2d6_warning,cyp2d6_conclusion,cyp2d6_score,cyp3a4_action,cyp3a4_warning,cyp3a4_conclusion,cyp3a4_score,cyp1a2_action,cyp1a2_warning,cyp1a2_conclusion,cyp1a2_score,cyp2c9_action,cyp2c9_warning,cyp2c9_conclusion,cyp2c9_score,Smile
16429,16758241,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=NOCCC1C=CC(C(O1)COC(=O)C)OC(=O)C)C
16432,16758243,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=NOCC(C1C(C2C(O1)OC(O2)(C)C)O)O)C
16433,16758244,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=NOC1C=CC(OC1CO)CC=C)C
16436,6518394,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C1=CN(N=N1)C(CC2=CC=CC=C2)CO)ON=C(C)C
16437,6518394,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C1=CN(N=N1)C(CC2=CC=CC=C2)CO)ON=C(C)C
16439,6518396,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)C(C(C)CON=C(C)C)OCC1=CC=CC=C1
16440,16758246,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=NOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)C
16443,16758249,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)CC=CC(C(COC(=O)CC=CC(C(COC1=O)OC)C)OC)C
16446,16758252,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC2C(C=CC(O2)C(C=CCC(=O)OCC1OC)C)O
16447,6419589,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(NC(=O)C(COC(=O)C(NC1=O)C)C)C
16452,16758256,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)CC=CC(C(COC1=O)NS(=O)(=O)C2=CC=C(C=C2)C)C
16456,16758259,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC2C(C=CC(O2)C(C=CCC(=O)OCC1NS(=O)(=O)C3=CC=C(C=C3)C)C)O
16457,16758259,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC2C(C=CC(O2)C(C=CCC(=O)OCC1NS(=O)(=O)C3=CC=C(C=C3)C)C)O
16459,16758260,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)CC=CC(C(COC(=O)C(NC1=O)CC2=CC=CC=C2)NS(=O)(=O)C3=CC=C(C=C3)C)C
16461,16758262,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC(C(C=CCC(=O)OCC1NS(=O)(=O)C2=CC=C(C=C2)C)C)OC
16462,16758262,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC(C(C=CCC(=O)OCC1NS(=O)(=O)C2=CC=C(C=C2)C)C)OC
16469,16758269,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(NC(=O)CC=CC(C(COC1=O)OC)C)C
16472,16758272,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)NC(C(=O)OCC(C(C=CC(C(=O)OCC1OC)OCC2=CC=CC=C2)C)OC)C
16474,16758274,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)NC(C(=O)OCC(C(C=CCC(=O)OCC1OC)C)OC)C
16478,16758278,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(COC(=O)C2CCCN2C(=O)CC=CC1OC)C
16481,16758281,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)N2CCCC2C(=O)OCC(C(C=CCC(=O)OCC1OC)C)OC
16482,16758282,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C2CCCN2C(=O)CC=CC(C(COC(=O)C(NC(=O)CC=C1)CCSC)OC)C
16485,16758285,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)CC=CC(C2C=CC(C(O2)COC1=O)O)C
16490,16758288,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(COC(=O)C(NC(=O)CC=C1)CCSC)C
16495,16758293,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(COC(=O)C(NC(=O)CC=C1)CCSC)C
16497,16758295,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)NC(C(=O)CC=CC(C(COC(=O)CC=C1)NS(=O)(=O)C2=CC=C(C=C2)C)C)C
16498,16758296,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)NC(C(=O)OCC(C(C=CCC(=O)OCC1NS(=O)(=O)C2=CC=C(C=C2)C)C)OC)C
16505,16758303,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC(C(C=CCC(=O)OCC1NS(=O)(=O)C2=CC=C(C=C2)C)C)NS(=O)(=O)C3=CC=C(C=C3)C
16508,16758306,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC(C(C=CCC(=O)OCC1OC)C)OC
16510,16758308,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC2C(C=CC(O2)C(C=CCC(=O)OCC3C(C=CC1O3)O)C)O
16511,16758309,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)NC(C(=O)OCC2C(C=CC(O2)C(C=CCC(=O)NC(C(=O)OCC3C(C=CC1O3)O)C)C)O)C
16513,16758310,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(NC(=O)CC=CC(COC(=O)C(NC(=O)CC=C1)CCSC)C)CCSC
16514,16758311,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)NC(C(=O)OCC(C(C=CCC(=O)NC(C(=O)OCC1OC)COCC2=CC=CC=C2)C)OC)COCC3=CC=CC=C3
16518,16758314,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)NC(C(=O)OCC(C(C=CCC(=O)NC(C(=O)OCC1OC)CC2=CC=CC=C2)C)OC)C
16524,16758320,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(NC(=O)CC=CC(C(COC(=O)CC=C1)OC)C)C
16525,16758321,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(NC(=O)CC=CC(C(COC1=O)OC)C)C
16526,16758322,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(NC(=O)CC=CC(C(COC(=O)CC=C1)OC)C)C
16527,16758323,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)NC(C(=O)OCC(C(C=CCC(=O)OCC1OC)C)OC)C
16538,16758333,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC(C(C=CCC(=O)OCC1NS(=O)(=O)C2=CC=C(C=C2)C)C)OC
16540,16758334,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)NC(C(=O)OCC(C(C=CC(C(=O)OCC1OC)OCC2=CC=CC=C2)C)OC)CCSC
16541,16758335,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)CC=CC(C(COC(=O)C2CCCN2C1=O)OC)C
16542,16758336,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C2CCCN2C(=O)C(COC(=O)CC=C1)C
16543,16758337,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C2CCCN2C(=O)C(COC(=O)CC=C1)C
16544,16758338,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)CC=CC(C(COC(=O)C2CCCN2C1=O)OC)C
16549,16758343,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)CC=CC(C(COC(=O)C(NC1=O)C)OC)C
16551,16758345,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CCCC(=O)OCC(C(C=CCC(=O)NC(C(=O)OCC1OC)C)C)OC
16553,16758347,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC(=O)C(NC(=O)CC=CC(C(COC(=O)C(NC1=O)C)OC)C)C
16554,6419696,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CCCC(=O)OCC(C(=O)NC(C(=O)OCC1OC)C)C
16557,16758349,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CC1C=CCC(=O)OCC(C(C=CCC(=O)OCC1NS(=O)(=O)C2=CC=C(C=C2)C)C)NS(=O)(=O)C3=CC=C(C=C3)C
16559,16758351,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C=CCC(=O)NC(C)C(=O)OC)C(CO)OC
16560,16758352,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CO)C=CCC(=O)NC(C)C(=O)OC
16561,16758353,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C=CCC(=O)OC)C1C=CC(C(O1)CO)O
16562,16758354,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C=CCC(=O)OC)C1C=CC(C(O1)COC(=O)C)OC(=O)C
16566,16758357,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)NC(CO)C(C)C=CCC(=O)OC
16567,16758358,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C=CCC(=O)NC(CCSC)C(=O)OC)C(CO)OC
16568,6636174,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CO)C(=O)N1CCCC1C(=O)OC
16569,6636192,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CO)C(=O)NC(C)C(=O)OC
16570,16758359,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C=CCC(=O)NC(C)C(=O)OC)C1C=CC(C(O1)CO)O
16577,16758365,1,0,Active,90,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC(=NOCC1C(C=CC(O1)C2=CC=CC=C2)OC3=CC=C(C=C3)OC)CCC(=O)OCC4C(C=CC(O4)C5=CC=CC=C5)OC6=CC=C(C=C6)OC
16582,16758370,1,0,Active,95,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,1,0,Active,45,CC(=NOCC(C1C(C2C(O1)OC(O2)(C)C)O)O)CCC(=O)OCC3C(C=CC(O3)C4=CC=CC=C4)OC5=CC=C(C=C5)OC
16584,16758372,1,0,Active,46,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,1,0,Active,44,CC(=NOCC(COCC1=CC=CO1)O)CCC(=O)OCC2C(C=CC(O2)C3=CC=CC=C3)OC4=CC=C(C=C4)OC
16589,16758376,1,0,Active,47,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC(C)C(C(C)CON=C(C)CCC(=O)OCC1C(C=CC(O1)C2=CC=CC=C2)OC3=CC=C(C=C3)OC)OCC4=CC=CC=C4
16590,16758377,1,0,Active,44,1,0,Active,43,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CC(=NOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)CCC(=O)OCC2C(C=CC(O2)C3=CC=CC=C3)OC4=CC=C(C=C4)OC
16593,16758380,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CCCNC(=O)OCC1C(C=CC(O1)CCON=C(C)CCC(=O)OCC2C(C=CC(O2)C#CC3=CC=CC=C3)OC4=CC=C(C=C4)C)OC5=CC=C(C=C5)OC
16598,16758385,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)OC2C=CC(OC2COC(=O)CCC(=NOC3C=CC(OC3CO)CC=C)C)C#CC4=CC=CC=C4
16600,16758387,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,1,0,Active,44,CC1=CC=C(C=C1)OC2C=CC(OC2COC(=O)CCC(=NOC(C)C3=CN(N=N3)C4COCC4O)C)C#CC5=CC=CC=C5
16602,16758388,1,0,Active,44,0,0,Inactive,0,1,0,Active,47,0,0,Inactive,0,1,0,Active,44,CC1=CC=C(C=C1)OC2C=CC(OC2COC(=O)CCC(=NOC(C)C3=CN(N=N3)C(CC4=CC=CC=C4)CO)C)C#CC5=CC=CC=C5
16603,16758389,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)OC2C=CC(OC2COC(=O)CCC(=NOC(C)C3=CC(=NO3)C4=C(C=C(C=C4C)C)C)C)C#CC5=CC=CC=C5
16605,16758391,0,0,Inactive,0,1,0,Active,44,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)OC2C=CC(OC2COC(=O)CCC(=NOC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)C)C#CC4=CC=CC=C4
16606,16758392,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OCC1C(C=CC(O1)CC=NOC)OC(=O)C
16612,16758398,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OCC1C(C=CC(O1)CC=NOCC(C2C(C3C(O2)OC(O3)(C)C)O)O)OC(=O)C
16614,16758400,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OCC1C(C=CC(O1)CC=NOCC(COCC2=CC=CO2)O)OC(=O)C
16620,16758405,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OCC1C(C=CC(O1)CC=NOC2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
16624,16758407,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1=CC2=C(CCCCN2CCC(=NOCCC3C=CC(C(O3)COC(=O)C)OC(=O)C)C)N=C1C
16627,16758409,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC2=C(CCCCN2CCC(=NOCC(C3C(C4C(O3)OC(O4)(C)C)O)O)C)N=C1C
16628,16758410,0,0,Inactive,0,1,0,Active,44,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CC1=CC2=C(CCCCN2CCC(=NOC3C=CC(OC3CO)CC=C)C)N=C1C
16630,16758411,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC2=C(CCCCN2CCC(=NOC(C)C3=CN(N=N3)C4COCC4O)C)N=C1C
16631,9556003,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1=CC2=C(CCCCN2CCC(=NOC(C)C3=CN(N=N3)C(CC4=CC=CC=C4)CO)C)N=C1C
16632,9556003,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CC1=CC2=C(CCCCN2CCC(=NOC(C)C3=CN(N=N3)C(CC4=CC=CC=C4)CO)C)N=C1C
16636,9556152,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC2=C(CCCN2CCC(=NOC)C)N=C1C
16638,16758413,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CCCNC(=O)OCC1C(C=CC(O1)CCON=C(C)CCN2CCCC3=C2C=C(C(=N3)C)C)OC4=CC=C(C=C4)OC
16640,9556011,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1=CC2=C(CCCCN2CC(C)ON=C(C)CCN3CCCC4=C3C=C(C(=N4)C)C)N=C1C
16642,16758416,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC2=C(CCCN2CCC(=NOCC(C3C(C4C(O3)OC(O4)(C)C)O)O)C)N=C1C
16651,6518404,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,1,0,Active,43,CC1CCC(N(C1C2=CC=C(C=C2)C)C(=O)C3=CC=C(C=C3)C=NOC)C(=O)OC
16662,6518269,1,0,Active,44,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,1,0,Active,45,CC1CCC(N(C1C2=CC=C(C=C2)C)C(=O)C3=CC=C(C=C3)C=NOC(C)C4=CN(N=N4)C(CC5=CC=CC=C5)CO)C(=O)OC
16666,16758428,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOC)C(C)C=CCC(=O)OC
16667,16758429,1,0,Active,51,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,1,0,Active,46,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOCC2C(C=CC(O2)C3=CC=CC=C3)OC4=CC=C(C=C4)OC)C(C)C=CCC(=O)OC
16668,16758430,1,0,Active,44,0,0,Inactive,0,1,0,Active,46,0,0,Inactive,0,1,0,Active,43,CCCNC(=O)OCC1C(C=CC(O1)CCON=CC(C(C)C=CCC(=O)OC)NS(=O)(=O)C2=CC=C(C=C2)C)OC3=CC=C(C=C3)OC
16670,16758432,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOC(C)CN2CCCCC3=C2C=C(C(=N3)C)C)C(C)C=CCC(=O)OC
16672,16758434,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOCC(C2C(C3C(O2)OC(O3)(C)C)O)O)C(C)C=CCC(=O)OC
16673,16758435,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOC2C=CC(OC2CO)CC=C)C(C)C=CCC(=O)OC
16675,16758437,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOC(C)C2=CN(N=N2)C3COCC3O)C(C)C=CCC(=O)OC
16676,16758438,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOC(C)C2=CN(N=N2)C(CC3=CC=CC=C3)CO)C(C)C=CCC(=O)OC
16678,16758439,1,0,Active,43,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,1,0,Active,44,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOC(C)C2=CC(=NO2)C3=C(C=C(C=C3C)C)C)C(C)C=CCC(=O)OC
16679,16758440,1,0,Active,45,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,1,0,Active,44,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOCC(C)C(C(C)C)OCC2=CC=CC=C2)C(C)C=CCC(=O)OC
16680,16758441,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)NC(C=NOC2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)C(C)C=CCC(=O)OC
16682,16758443,1,0,Active,89,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,1,0,Active,44,COC1=CC=C(C=C1)OC2C=CC(OC2CON=C3C(C(OC4=C3C=C(C=C4)OC)C5=CC(=CC=C5)OC)O)C6=CC=CC=C6
16690,16758451,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC(C1=CN(N=N1)C2COCC2O)ON=C3C(C(OC4=C3C=C(C=C4)OC)C5=CC(=CC=C5)OC)O
16693,16758452,1,0,Active,47,0,0,Inactive,0,1,0,Active,46,0,0,Inactive,0,1,0,Active,45,CC1=CC(=C(C(=C1)C)C2=NOC(=C2)C(C)ON=C3C(C(OC4=C3C=C(C=C4)OC)C5=CC(=CC=C5)OC)O)C
16694,16758453,1,0,Active,46,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,1,0,Active,44,CC(C)C(C(C)CON=C1C(C(OC2=C1C=C(C=C2)OC)C3=CC(=CC=C3)OC)O)OCC4=CC=CC=C4
16695,16758454,0,0,Inactive,0,1,0,Active,44,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OCC1C(C(C(C(O1)ON=C2C(C(OC3=C2C=C(C=C3)OC)C4=CC(=CC=C4)OC)O)OC(=O)C)OC(=O)C)OC(=O)C
16696,16758455,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOC)O)O
16698,16758457,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,CCCNC(=O)OCC1C(C=CC(O1)CCON=C2CC(C(C3C2CCC4C3C(=O)N(C4=O)CC)O)O)OC5=CC=C(C=C5)OC
16699,16758458,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOCCC4C=CC(C(O4)COC(=O)C)OC(=O)C)O)O
16700,16758459,0,0,Inactive,0,1,0,Active,43,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOC(C)CN4CCCCC5=C4C=C(C(=N5)C)C)O)O
16702,16758461,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOCC(C4C(C5C(O4)OC(O5)(C)C)O)O)O)O
16703,16758462,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOC4C=CC(OC4CO)CC=C)O)O
16704,16758463,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOCC(COCC4=CC=CO4)O)O)O
16705,16758463,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOCC(COCC4=CC=CO4)O)O)O
16706,16758464,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOC(C)C4=CN(N=N4)C5COCC5O)O)O
16709,16758466,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOC(C)C4=CC(=NO4)C5=C(C=C(C=C5C)C)C)O)O
16711,16758468,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=O)C2CCC3C(C2C1=O)C(C(CC3=NOC4C(C(C(C(O4)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)O)O
16714,16758471,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,CCCNC(=O)OCC1C(C=CC(O1)CCON=C2C3CCN4C(=O)N(C(=O)N4C3C(C5C2O5)O)C6=CC=CC=C6)OC7=CC=C(C=C7)OC
16715,16758472,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OCC1C(C=CC(O1)CCON=C2C3CCN4C(=O)N(C(=O)N4C3C(C5C2O5)O)C6=CC=CC=C6)OC(=O)C
